Datetime,Ticker,Open,High,Low,Close,Volume,RUN_JST,RUN_ET,BASE_SESSION,POS,CC2,SD20,SIG,C2,SRC2_CLOSE,ZEROV
2026-09-03 07:00:00-04:00,SOXS,53.3493,53.58,53.0,53.2,0,2026-09-10 22:18 JST,2026-09-10 09:18 ET,2026-09-09,0.6443,7.1167,6.132,none,1,125.87000274658203,0
2026-09-03 08:00:00-04:00,SOXS,53.19,54.03,53.15,53.56,0,2026-09-10 22:18 JST,2026-09-10 09:18 ET,2026-09-09,0.6443,7.1167,6.132,none,1,125.87000274658203,0
2026-09-03 09:00:00-04:00,SOXS,53.59,53.68,52.53,52.99,0,2026-09-10 22:18 JST,2026-09-10 09:18 ET,2026-09-09,0.6443,7.1167,6.132,none,1,125.87000274658203,0
2026-09-03 09:30:00-04:00,SOXS,53.494998931884766,55.689998626708984,53.279998779296875,54.22999954223633,18731325,2026-09-10 22:18 JST,2026-09-10 09:18 ET,2026-09-09,0.6443,7.1167,6.132,none,1,125.87000274658203,0
2026-09-03 10:30:00-04:00,SOXS,54.22999954223633,54.849998474121094,51.97119903564453,52.040000915527344,6923114,2026-09-10 22:18 JST,2026-09-10 09:18 ET,2026-09-09,0.6443,7.1167,6.132,none,1,125.87000274658203,0
2026-09-03 11:30:00-04:00,SOXS,52.03499984741211,52.65999984741211,52.029998779296875,52.23500061035156,4908522,2026-09-10 22:18 JST,2026-09-10 09:18 ET,2026-09-09,0.6443,7.1167,6.132,none,1,125.87000274658203,0
2026-09-03 12:30:00-04:00,SOXS,52.2400016784668,52.45869827270508,51.689998626708984,52.01499938964844,3344026,2026-09-10 22:18 JST,2026-09-10 09:18 ET,2026-09-09,0.6443,7.1167,6.132,none,1,125.87000274658203,0
2026-09-03 13:30:00-04:00,SOXS,52.0099983215332,52.130001068115234,51.560001373291016,51.68000030517578,2291571,2026-09-10 22:18 JST,2026-09-10 09:18 ET,2026-09-09,0.6443,7.1167,6.132,none,1,125.87000274658203,0
2026-09-03 14:30:00-04:00,SOXS,51.68000030517578,51.959999084472656,51.279998779296875,51.77000045776367,2845499,2026-09-10 22:18 JST,2026-09-10 09:18 ET,2026-09-09,0.6443,7.1167,6.132,none,1,125.87000274658203,0
2026-09-03 15:30:00-04:00,SOXS,51.77000045776367,51.900001525878906,51.55500030517578,51.59000015258789,2627261,2026-09-10 22:18 JST,2026-09-10 09:18 ET,2026-09-09,0.6443,7.1167,6.132,none,1,125.87000274658203,0
2026-09-03 16:00:00-04:00,SOXS,51.6,51.82,51.57,51.73,0,2026-09-10 22:18 JST,2026-09-10 09:18 ET,2026-09-09,0.6443,7.1167,6.132,none,1,125.87000274658203,0
2026-09-03 17:00:00-04:00,SOXS,51.77,51.9,51.64,51.74,0,2026-09-10 22:18 JST,2026-09-10 09:18 ET,2026-09-09,0.6443,7.1167,6.132,none,1,125.87000274658203,0
2026-09-03 18:00:00-04:00,SOXS,51.74,51.95,51.67,51.7,0,2026-09-10 22:18 JST,2026-09-10 09:18 ET,2026-09-09,0.6443,7.1167,6.132,none,1,125.87000274658203,0
2026-09-03 19:00:00-04:00,SOXS,51.68,51.815,51.58,51.72,0,2026-09-10 22:18 JST,2026-09-10 09:18 ET,2026-09-09,0.6443,7.1167,6.132,none,1,125.87000274658203,0
2026-09-04 04:00:00-04:00,SOXS,49.84,50.77,48.94,49.02,0,2026-09-10 22:18 JST,2026-09-10 09:18 ET,2026-09-09,0.6443,7.1167,6.132,none,1,125.87000274658203,0
2026-09-04 05:00:00-04:00,SOXS,49.03,49.46,49.01,49.4303,0,2026-09-10 22:18 JST,2026-09-10 09:18 ET,2026-09-09,0.6443,7.1167,6.132,none,1,125.87000274658203,0
2026-09-04 06:00:00-04:00,SOXS,49.43,49.49,48.56,48.62,0,2026-09-10 22:18 JST,2026-09-10 09:18 ET,2026-09-09,0.6443,7.1167,6.132,none,1,125.87000274658203,0
